Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
1.806304932,0.3310241699,4.178451538,8.722229004,9.677102513
1.810302735,0.3190612793,4.207183838,8.765319824,9.727950841
1.814300537,0.3262329102,4.173660278,8.817993164,9.761294559
1.81829834,0.3022918701,4.085083008,8.875457764,9.775123225
1.822326661,0.28074646,4.008468628,8.964035034,9.823470029
1.826324463,0.2927246094,3.931854248,9.093322754,9.911290745
1.830322266,0.3022918701,3.833679199,9.244155884,10.01213736
1.834320069,0.3022918701,3.716369629,9.392593384,10.1056219
1.838348389,0.3046875,3.618209839,9.519485474,10.18846802
1.842346192,0.3190612793,3.520050049,9.624832153,10.25328954
1.846343994,0.3190612793,3.441040039,9.734970093,10.3301597
1.850341797,0.3310241699,3.369216919,9.816375732,10.38375809
1.8543396,0.3382110596,3.311752319,9.859466553,10.40630438
1.85836792,0.3382110596,3.261474609,9.869049072,10.39950638
1.862365723,0.3430023193,3.22315979,9.849899292,10.36951907
1.866363526,0.3214569092,3.20401001,9.809188843,10.32420459
1.870361328,0.3022918701,3.189651489,9.744552612,10.25775622
1.874389649,0.28074646,3.16569519,9.646392822,10.15644323
1.878387452,0.2472229004,3.089080811,9.524276733,10.01575692
1.882385254,0.23046875,3.02204895,9.404571533,9.880883636
1.886383057,0.2089233398,2.98374939,9.277679443,9.747909788
1.89038086,0.1873779297,2.98135376,9.150787354,9.626031889
1.89440918,0.1730041504,2.986129761,9.047836304,9.529440863
1.898406983,0.1634368896,2.990921021,8.961639404,9.448984124
1.902404786,0.1466674805,2.98374939,8.894607544,9.382873501
1.906402588,0.13230896,2.98374939,8.858688354,9.348616231
1.910400391,0.13230896,2.986129761,8.832351685,9.324425606
1.914428711,0.1371002197,2.988525391,8.837142944,9.329800421
1.918426514,0.1442718506,2.986129761,8.877853394,9.367714032
1.922424317,0.1538543701,2.990921021,8.940093994,9.428391185
1.926422119,0.1490631104,2.97416687,9.007125854,9.48663294
1.93045044,0.15625,2.97177124,9.074172974,9.549683425
1.934448243,0.1634368896,2.964584351,9.145996094,9.615857556
1.938446045,0.1658325195,2.9478302,9.213027954,9.67455877
1.942443848,0.1825866699,2.95022583,9.263305664,9.723476856
1.946441651,0.1969451904,2.94303894,9.308807373,9.764945485
1.950469971,0.1921691895,2.938247681,9.349502563,9.802215393
1.954467774,0.1921691895,2.94543457,9.390213013,9.843201422
1.958465577,0.2017364502,2.95501709,9.411758423,9.866814086
1.962463379,0.20652771,2.95262146,9.394989014,9.85020029
1.966461182,0.2017364502,2.95022583,9.366256714,9.821980191
1.970489502,0.1993408203,2.95022583,9.332748413,9.789982745
1.974487305,0.1945495605,2.95262146,9.294433594,9.754092415
1.978485108,0.1921691895,2.95741272,9.241760254,9.705325939
1.982482911,0.1849822998,2.95741272,9.201065063,9.6664423
1.986511231,0.1873779297,2.95262146,9.167541504,9.633114823
1.990509034,0.1849822998,2.95262146,9.138809204,9.605728791
1.994506836,0.1777954102,2.95262146,9.131637573,9.598770206
1.998504639,0.1753997803,2.964584351,9.124450684,9.595578447
2.002502442,0.1753997803,2.96697998,9.131637573,9.60315261
